,etp
600,106.131414798845
9177,172.802444675953
16845,120.10743307315
3290,98.9051013138393
6475,83.4766957586032
4127,108.229080507558
4504,62.5550711405015
15325,96.22704408849
5242,125.119168259278
4276,68.2973425499358
7107,84.9911696865535
17911,101.137448682532
8025,127.412506322375
8158,116.324600647607
11882,96.8401541158547
714,84.9981157166905
10106,103.992110955801
9217,121.881741983398
10676,100.546009335858
4148,124.858303486035
16674,62.9982446078643
8931,83.7078306130447
2056,63.219307982564
8091,80.2080632749986
15862,101.445966753158
18338,97.0462372464406
19012,68.3579014935313
16432,64.1920084388156
14379,92.8786464409679
7909,92.5552530720961
18934,107.677651650101
12918,62.8157380896905
9756,99.0242516830794
18706,99.1796763011097
3576,108.827081347342
6790,125.184085119483
8155,91.0662463446421
2331,97.2847657672558
4156,80.1651588629376
14860,70.0171520826675
16161,105.095114675494
3749,67.8902680782607
9444,108.757483311838
8696,118.003674567317
10012,60.8290450636162
16909,92.202540389815
408,119.883058644872
10125,160.380627183081
13818,69.1584755961707
17584,69.7963922354408
15079,88.3124295602885
7562,98.7914528556842
14560,70.2824126785855
3761,51.8051934892975
15365,55.0433257633686
14858,106.297840667253
10075,80.910863206376
10491,93.7149878749777
12937,97.0678653645259
4035,87.9179912071281
10028,107.237798198519
14336,121.230836048751
6915,78.2244061009799
14250,64.5557496037197
13691,123.412002884577
18090,56.3606166107003
12500,113.886809368803
9592,60.1348968811929
11559,89.0411336000166
9921,121.330575821813
13114,95.9284722407422
2316,109.183353857891
9578,99.1975324408632
5625,178.656177289613
4104,100.732262882241
16501,92.2872870001978
18361,83.8874262273564
9588,125.606372402722
6008,148.199863073501
3251,108.702113405183
12013,97.8307475100753
4152,104.014081928679
419,128.396680511624
16522,121.393438323913
1179,94.3048243238241
16228,66.4203255467433
13297,101.414900530875
6889,101.046295841797
18636,93.8237190754372
18180,92.6953844943033
5857,88.0601753809372
6575,106.430643649862
17480,104.733716608692
11539,95.1678211541676
11014,124.402937752883
3928,77.5406620483867
15768,105.048936700535
4234,138.714801892318
3618,77.8198764632052
1859,137.196908821445
14308,78.2000543701868
4302,95.0587258826481
9064,80.6469997449665
13339,89.2908393585924
2264,144.070708093824
5646,80.1343447375612
17185,84.1859991345435
18665,49.7310178181008
2102,105.205669095172
16193,48.7746488687002
17422,101.17922147883
6890,99.5065320030456
8837,58.3780047887396
1140,119.370846643688
1907,135.883504360405
18268,61.0031889460591
12596,140.136444898602
15037,111.5391580548
12895,97.1183230044963
11087,108.771736826434
10681,90.709386344586
14000,106.995205362327
6865,101.836597717272
17580,90.3830759028219
18455,97.5989306198769
6341,64.318184737996
14091,83.2200771305745
8088,104.140183310041
11576,118.174608749024
8495,104.305743010991
10470,59.545648411287
18770,97.1337023165309
12788,105.660207687264
3897,154.993522786045
7939,101.657750470518
5201,67.1871601496533
13342,113.733075608162
15872,120.830987173756
2690,107.697035362352
8373,147.834928801504
906,48.6837530749973
7781,63.4661253249798
18841,80.2517861410158
17801,61.4883101145679
8560,66.8027352726936
17929,89.8267449359856
13023,92.0456495805627
582,78.6407577402893
899,123.951650010118
5882,108.816957366952
6615,95.1820849888807
8894,93.5344738660914
423,79.1541976045443
14723,97.1152804709958
18543,76.5900055341599
18972,98.3219609435115
11790,66.946244711409
1030,143.730861546096
246,88.3597046990578
4258,112.591833939724
14287,81.3328216419445
14823,87.4948165245443
9568,76.9801526444519
4544,140.778644295373
12127,97.1329945062608
8338,103.350523921631
1258,109.511584352369
18009,104.08925346182
4703,123.241336421079
11605,102.2487876335
6864,110.160165443745
9883,69.9813950126878
4950,44.2150166677107
13835,117.957089228006
9577,98.3292807507445
19071,78.4882565110696
8691,82.2462405304218
18325,79.4585402695796
11908,74.6783600099242
14514,51.7737130718786
9129,136.685172578349
664,88.046835761321
16086,62.2213450647112
7921,90.7081434907364
18472,64.2453654712178
3176,155.848874825424
14452,72.4322424425239
3391,97.0116079005115
16712,105.884131604563
1459,120.863218193454
13995,89.1963862202898
2487,88.6480081195991
9006,67.042752801215
11598,68.7378528698275
3351,96.6894275236123
2210,112.378623880389
3706,99.8778456793379
17890,97.1024492663182
18567,94.1849247201022
3521,66.7050920631959
5177,50.1898599132687
16475,98.5934265475222
13255,77.4331659690685
12009,130.066351179775
18349,84.7902812419567
4605,149.939438714153
5222,103.033925040835
9564,115.147860709741
13561,102.895739485055
16308,98.0678837692275
7396,74.083626932108
8835,85.8882036260225
9295,89.2677925872169
1259,104.051437785205
