"","station","month","prec","temp","etp","etr","def","exc","wb"
"245","-45.25_-23",5,77.7420588235294,17.2011669829222,54.5166440355742,54.5166440355742,0,23.2254147879552,23.2254147879552
"246","-45.25_-23",6,49.6405882352941,16.0042156862745,43.723976762881,43.723976762881,0,5.91661147241314,5.91661147241314
"247","-45.25_-23",7,54.9761764705882,15.5083870967742,42.0618586114057,42.0618586114057,0,12.9143178591825,12.9143178591825
"248","-45.25_-23",8,44.4002941176471,16.6982163187856,50.3298766863198,50.1575007651334,0.172375921186323,0,-0.172375921186323
"249","-45.25_-23",9,99.4635294117647,18.0019215686275,59.8111954332432,59.8111954332432,0,33.8951273310351,33.8951273310351
"250","-45.25_-23",10,139.259411764706,19.4884155597723,76.7818535195701,76.7818535195701,0,62.4775582451357,62.4775582451357
"251","-45.25_-23",11,174.480588235294,20.268,84.7447186351981,84.7447186351981,0,89.735869600096,89.735869600096
"252","-45.25_-23",12,228.116470588235,21.2274762808349,99.4103053910189,99.4103053910189,0,128.706165197216,128.706165197216
"253","-45.25_-22.75",1,273.435294117647,21.0851043643264,97.5611110922286,97.5611110922286,0,175.874183025418,175.874183025418
"254","-45.25_-22.75",2,203.160294117647,21.2013651840046,89.6951176650688,89.6951176650688,0,113.465176452578,113.465176452578
"255","-45.25_-22.75",3,198.965294117647,20.3542789373814,88.0561022724789,88.0561022724789,0,110.909191845168,110.909191845168
"256","-45.25_-22.75",4,93.395,18.7321960784314,68.7067236161571,68.7067236161571,0,24.6882763838429,24.6882763838429
"257","-45.25_-22.75",5,62.6002941176471,16.0884629981025,50.2675912368786,50.2675912368786,0,12.3327028807685,12.3327028807685
"258","-45.25_-22.75",6,35.7358823529412,14.777362745098,39.6668655922166,39.5906049749096,0.0762606173070068,0,-0.0762606173070068
"259","-45.25_-22.75",7,36.2538235294118,14.4171821631879,38.792175520519,38.663615205618,0.128560314901058,0,-0.128560314901058
"260","-45.25_-22.75",8,32.0629411764706,15.9200948766603,48.3005737624928,46.1119012535324,2.18867250896043,0,-2.18867250896043
"261","-45.25_-22.75",9,84.3064705882353,17.6656960784314,60.1175133011547,60.1175133011547,0,3.87548291184418,3.87548291184418
